course_id,student_major,overall_rating,instructor_rating,difficulty_rating,workload_rating,practicality_rating,textbook_rating,exam_difficulty_rating,exam_fairness_rating,student_year,course_type,course_format,exam_format,proctoring_type,course_experience_feedback,improvement_suggestions,instructor_feedback
ECON101,Social Sciences,8,5,2,2,5,3,3,4,1st Year,General Education,In-Person,Problem Sets,In-Person Proctored,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,"Providing a practice exam would be a great addition, but the review sessions were very helpful.",A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
ENG112,Business,5,1,4,4,2,1,5,1,4th Year,General Education,In-Person,Mixed,Online Proctored,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.","The exams must be rewritten to actually test understanding, not memorization of obscure details.","The instructor is very unresponsive to emails, especially regarding exam grades."
MATH301,Social Sciences,9,4,2,2,4,4,4,4,Graduate,Major Requirement,Online,Take-Home,No Proctoring/Honor Code,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"Providing a practice exam would be a great addition, but the review sessions were very helpful.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
PHY205,Social Sciences,6,1,4,5,3,1,5,1,3rd Year,Major Requirement,In-Person,Take-Home,No Proctoring/Honor Code,"The online proctoring software was invasive and stressful, making the difficult exam even worse.",A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"The instructor is very unresponsive to emails, especially regarding exam grades."
MATH301,Humanities,10,4,3,4,4,4,3,4,Graduate,Elective,Online,Problem Sets,In-Person Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It was perfect, no changes needed. Just keep doing what you're doing.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
ECON101,Computer Science,9,5,4,4,5,5,3,5,1st Year,General Education,Hybrid,Essay Based,Online Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,The take-home exam format was great as it allowed for deeper thinking.,The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
ART150,Social Sciences,9,5,4,2,5,3,3,5,4th Year,Major Requirement,Hybrid,Multiple Choice,Online Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",Cared deeply about student success and ensuring the tests were fair.
HIST101,Engineering,5,3,4,4,3,2,5,1,Graduate,General Education,Hybrid,Problem Sets,No Proctoring/Honor Code,I felt completely lost. The final exam had questions on topics we never even covered.,A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,The instructor was unapproachable and gave no guidance on what to expect for the exams.
CHEM210,Arts,5,2,4,4,1,3,5,2,3rd Year,Elective,In-Person,Multiple Choice,In-Person Proctored,I felt completely lost. The final exam had questions on topics we never even covered.,The professor must provide practice exams that are similar in format and difficulty to the real thing.,Was not helpful during office hours when asked about the exam format.
CS101,Business,5,2,4,4,3,3,5,2,Graduate,General Education,In-Person,Essay Based,Online Proctored,"The online proctoring software was invasive and stressful, making the difficult exam even worse.","The exams must be rewritten to actually test understanding, not memorization of obscure details.",The instructor was unapproachable and gave no guidance on what to expect for the exams.
ENG112,Natural Sciences,5,1,5,5,2,1,5,2,Graduate,Major Requirement,Hybrid,Take-Home,No Proctoring/Honor Code,I felt completely lost. The final exam had questions on topics we never even covered.,The professor must provide practice exams that are similar in format and difficulty to the real thing.,"The instructor is very unresponsive to emails, especially regarding exam grades."
PSYCH440,Computer Science,6,3,4,5,2,1,5,2,4th Year,General Education,In-Person,Essay Based,No Proctoring/Honor Code,I felt completely lost. The final exam had questions on topics we never even covered.,A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"It felt like the professor was just reading from the slides, which didn't help with the problem-set exams."
CHEM210,Arts,8,4,3,2,5,4,4,5,2nd Year,General Education,In-Person,Multiple Choice,No Proctoring/Honor Code,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,The take-home exam format was great as it allowed for deeper thinking.,The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
PSYCH440,Humanities,8,4,4,4,4,3,4,5,1st Year,Major Requirement,Hybrid,Problem Sets,Online Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
ENG112,Social Sciences,9,4,4,3,5,4,3,5,3rd Year,Major Requirement,Hybrid,Mixed,No Proctoring/Honor Code,I learned so much from the projects. The exams were challenging but manageable if you studied.,The take-home exam format was great as it allowed for deeper thinking.,Cared deeply about student success and ensuring the tests were fair.
PSYCH440,Humanities,6,1,4,4,1,2,5,2,4th Year,Elective,In-Person,Take-Home,No Proctoring/Honor Code,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.",The grading on the essay-based exams felt completely arbitrary and subjective.,Was not helpful during office hours when asked about the exam format.
ECON101,Engineering,5,1,4,4,1,2,5,1,1st Year,Major Requirement,Hybrid,Multiple Choice,In-Person Proctored,This course was brutally difficult and the exams felt like they were designed to trick us.,The grading on the essay-based exams felt completely arbitrary and subjective.,"It felt like the professor was just reading from the slides, which didn't help with the problem-set exams."
ECON101,Social Sciences,6,2,4,4,1,1,5,1,4th Year,Major Requirement,In-Person,Problem Sets,Online Proctored,I felt completely lost. The final exam had questions on topics we never even covered.,A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"The instructor is very unresponsive to emails, especially regarding exam grades."
ECON101,Engineering,6,1,4,4,2,1,5,1,4th Year,General Education,Online,Essay Based,No Proctoring/Honor Code,I felt completely lost. The final exam had questions on topics we never even covered.,The professor must provide practice exams that are similar in format and difficulty to the real thing.,"It felt like the professor was just reading from the slides, which didn't help with the problem-set exams."
CHEM210,Computer Science,10,5,3,3,4,5,4,5,3rd Year,Major Requirement,Online,Take-Home,No Proctoring/Honor Code,I learned so much from the projects. The exams were challenging but manageable if you studied.,The take-home exam format was great as it allowed for deeper thinking.,A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
HIST101,Arts,9,4,3,3,5,4,3,4,4th Year,Major Requirement,In-Person,Problem Sets,In-Person Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,The take-home exam format was great as it allowed for deeper thinking.,The professor was fantastic and prepared us well for the exams.
ECON101,Natural Sciences,5,1,5,5,1,1,5,1,2nd Year,Major Requirement,Hybrid,Mixed,In-Person Proctored,This course was brutally difficult and the exams felt like they were designed to trick us.,The professor must provide practice exams that are similar in format and difficulty to the real thing.,"It felt like the professor was just reading from the slides, which didn't help with the problem-set exams."
ENG112,Social Sciences,10,4,2,4,4,3,4,4,Graduate,Elective,Online,Mixed,Online Proctored,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"Providing a practice exam would be a great addition, but the review sessions were very helpful.",The professor was fantastic and prepared us well for the exams.
